Job Title,Rating,Company Name,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Min_salary,Max_salary,Avg_salary,Job_state,Age,python_yn,r_yn,spark_yn,aws_yn,excel_yn,sql_yn
Data Scientist,3.6,XSELL Technologies,51 to 200 employees,2014.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,,90000,109000,99500.0,Chicago,11.0,1,0,0,0,0,1
Data Engineer,4.2,IZEA,51 to 200 employees,2006.0,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),"Linqia, Collective Bias",90000,109000,99500.0,Winter Park,19.0,1,0,1,1,1,1
Sr. ML/Data Scientist - AI/NLP/Chatbot,3.8,Juniper Networks,5001 to 10000 employees,1996.0,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),,90000,109000,99500.0,Cupertino,29.0,1,0,1,1,1,0
Data Scientist,5.0,Notion Labs,1 to 50 employees,2016.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,,90000,109000,99500.0,San Francisco,9.0,0,0,0,0,0,1
Senior Data Engineer,4.9,Lendio,201 to 500 employees,2011.0,Company - Private,Lending,Finance,$50 to $100 million (USD),,90000,109000,99500.0,Lehi,14.0,1,0,1,1,0,1
Data Engineer,4.4,Direct Agents,51 to 200 employees,2003.0,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),,90000,109000,99500.0,Culver City,22.0,1,0,0,0,1,1
Data Scientist,3.3,NAVEX Global,1001 to 5000 employees,2012.0,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),,90000,109000,99500.0,Lake Oswego,13.0,1,0,1,0,0,1
Machine Learning Engineer,3.2,Triplebyte,51 to 200 employees,2015.0,Company - Private,Computer Hardware & Software,Information Technology,,,90000,109000,99500.0,Remote,10.0,0,0,0,0,0,0
Machine Learning Engineer,3.2,Triplebyte,51 to 200 employees,2015.0,Company - Private,Computer Hardware & Software,Information Technology,,,90000,109000,99500.0,Remote,10.0,0,0,0,0,0,0
Senior Data Engineer,4.9,Lendio,201 to 500 employees,2011.0,Company - Private,Lending,Finance,$50 to $100 million (USD),,90000,109000,99500.0,Lehi,14.0,1,0,1,1,0,1
Data Scientist,4.2,Upstart,201 to 500 employees,2012.0,Company - Private,Lending,Finance,,,90000,109000,99500.0,San Mateo,13.0,1,0,0,0,0,0
Data Analyst,4.5,Envision LLC,201 to 500 employees,1994.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),,90000,109000,99500.0,San Francisco,31.0,1,0,1,0,0,0
Data Engineer,4.8,AppLovin,201 to 500 employees,2012.0,Company - Private,Video Games,Media,,,90000,109000,99500.0,Palo Alto,13.0,0,0,1,0,1,0
Data Integration and Modeling Engineer,3.8,ISO New England,501 to 1000 employees,1997.0,Nonprofit Organization,Utilities,"Oil, Gas, Energy & Utilities",,,90000,109000,99500.0,Holyoke,28.0,0,0,0,0,1,1
Tableau Data Engineer 20-0117,3.7,Relativity,1001 to 5000 employees,2001.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,,90000,109000,99500.0,Chicago,24.0,0,0,1,0,1,1
Senior Data Scientist,3.3,Tempo Automation,51 to 200 employees,2013.0,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$5 to $10 million (USD),,90000,109000,99500.0,San Francisco,12.0,1,0,1,1,0,1
AI Data Scientist,3.3,MITRE,5001 to 10000 employees,1958.0,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",90000,109000,99500.0,McLean,67.0,1,0,0,0,0,0
Machine Learning Engineer,5.0,"Expedition Technology, Inc.",1 to 50 employees,2013.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),,90000,109000,99500.0,Herndon,12.0,1,0,0,0,1,0
Research Scientist Patient Preferences (Remote),3.8,Evidera,501 to 1000 employees,2013.0,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"IQVIA, ICON",90000,109000,99500.0,Bethesda,12.0,0,0,0,0,1,0
Data Scientist,3.4,Plymouth Rock Assurance,1001 to 5000 employees,1982.0,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),"Arbella Insurance, Safety Insurance",90000,109000,99500.0,Woodbridge,43.0,0,0,0,0,1,1
Scientist - Biomarker and Flow Cytometry,2.4,Crown Bioscience,501 to 1000 employees,2006.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),,90000,109000,99500.0,San Diego,19.0,0,0,0,0,0,0
Data Scientist,2.9,GNS Healthcare,51 to 200 employees,2000.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),,90000,109000,99500.0,Cambridge,25.0,0,0,0,1,0,1
Analytics Manager,4.4,OneMagnify,201 to 500 employees,1967.0,Company - Private,Advertising & Marketing,Business Services,,,90000,109000,99500.0,Dearborn,58.0,0,0,0,0,1,1
Data Scientist,2.9,SPECTRUM,10000+ employees,2016.0,Subsidiary or Business Segment,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD),,90000,109000,99500.0,Maryland Heights,9.0,1,0,0,0,1,1
Staff Scientist- Upstream PD,2.7,Advanced BioScience Laboratories,201 to 500 employees,1961.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),,90000,109000,99500.0,Rockville,64.0,0,0,0,0,0,0
Data Engineer,4.2,Procore Technologies,1001 to 5000 employees,2002.0,Company - Private,Computer Hardware & Software,Information Technology,,,90000,109000,99500.0,Carpinteria,23.0,1,0,1,1,1,1
Sr Scientist - Extractables & Leachables,3.5,Ritedose,201 to 500 employees,1995.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),,90000,109000,99500.0,Columbia,30.0,0,0,0,0,1,0
ELISA RESEARCH SCIENTIST (CV-15),,Covid-19 Search Partners,,,,,,,,90000,109000,99500.0,Hauppauge,,0,0,0,0,0,0
Sr Data Scientist,4.2,bioMérieux,10000+ employees,1963.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),,90000,109000,99500.0,Saint Louis,62.0,1,0,0,0,1,0
Data Scientist,4.5,Novetta,501 to 1000 employees,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",101000,165000,133000.0,Herndon,13.0,1,0,0,1,1,0
Experienced Data Scientist,4.4,Guzman & Griffin Technologies (GGTI),1 to 50 employees,1997.0,Company - Private,Federal Agencies,Government,,,101000,165000,133000.0,Washington,28.0,1,0,1,0,1,1
Machine Learning Engineer,,Radical Convergence,,,,,,,,101000,165000,133000.0,Reston,,1,0,0,0,0,0
Data Scientist,3.5,Leidos,10000+ employees,1969.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),,101000,165000,133000.0,Fort Meade,56.0,0,0,0,1,0,0
Data Scientist,4.5,Demandbase,201 to 500 employees,2006.0,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Engagio, Bombora, Terminus",101000,165000,133000.0,San Francisco,19.0,1,0,1,1,0,1
Say Business Data Analyst,4.1,Shelter Insurance,1001 to 5000 employees,1946.0,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),,101000,165000,133000.0,Columbia,79.0,1,0,0,1,1,1
Geospatial Data Scientist,3.5,Maxar Technologies,5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),,101000,165000,133000.0,Chantilly,,0,0,0,0,0,0
Data Analyst,2.7,USAC,501 to 1000 employees,1997.0,Nonprofit Organization,Telecommunications Services,Telecommunications,$25 to $50 million (USD),,101000,165000,133000.0,Washington,28.0,1,0,0,0,1,1
Computational Scientist,3.4,General Dynamics Information Technology,10000+ employees,1996.0,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),"SAIC, Leidos, Northrop Grumman",101000,165000,133000.0,Vicksburg,29.0,0,0,0,0,0,0
Data Scientist,4.4,Offerpad,201 to 500 employees,2015.0,Company - Private,Real Estate,Real Estate,,,101000,165000,133000.0,Chandler,10.0,1,0,0,0,1,1
Senior Data Analyst,4.0,Autodesk,5001 to 10000 employees,1982.0,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),,101000,165000,133000.0,San Francisco,43.0,1,0,1,0,0,1
Senior Data Analyst,4.2,Autodesk,5001 to 10000 employees,1968.0,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),,101000,165000,133000.0,San Francisco,57.0,1,0,1,0,0,1
Data Engineer,3.5,Magna International Inc.,10000+ employees,1957.0,Company - Public,,,$10+ billion (USD),"Bosch, Lear Corporation, Faurecia",101000,165000,133000.0,Birmingham,68.0,1,0,1,1,0,1
Sr Data Analyst,2.3,United BioSource,1001 to 5000 employees,2003.0,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",101000,165000,133000.0,Blue Bell,22.0,0,0,0,0,1,1
Data Scientist,3.4,Kelly,5001 to 10000 employees,1946.0,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),"Adecco, ManpowerGroup, Allegis Corporation",101000,165000,133000.0,Chicago,79.0,0,0,0,0,1,0
"Machine Learning Scientist - Bay Area, CA",3.3,Tempus Labs,501 to 1000 employees,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,101000,165000,133000.0,Redwood City,10.0,1,0,0,1,0,1
Data Scientist,4.7,C3.ai,201 to 500 employees,2009.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"GE Digital, Palantir Technologies, Uptake",101000,165000,133000.0,Redwood City,16.0,1,0,0,0,1,0
Senior Data Scientist - Algorithms,3.9,Quartet Health,201 to 500 employees,2014.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,,101000,165000,133000.0,New York,11.0,1,0,0,0,0,0
Data Analyst,3.3,Midland Credit Management,1001 to 5000 employees,1953.0,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$1 to $2 billion (USD),PRA Group,101000,165000,133000.0,San Diego,72.0,1,0,0,0,1,1
Senior Data & Machine Learning Scientist,3.3,Tempus Labs,501 to 1000 employees,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,101000,165000,133000.0,Chicago,10.0,1,0,0,1,0,1
Data Engineer,4.4,Resurgent Capital Services,201 to 500 employees,1998.0,Company - Private,Venture Capital & Private Equity,Finance,$50 to $100 million (USD),,101000,165000,133000.0,Cincinnati,27.0,1,0,0,1,1,1
"Data Scientist - Statistics, Early Career",3.7,PNNL,1001 to 5000 employees,1965.0,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",56000,97000,76500.0,Richland,60.0,0,0,0,0,1,0
Data Scientist,3.5,Buckman,1001 to 5000 employees,1945.0,Company - Private,Chemical Manufacturing,Manufacturing,$500 million to $1 billion (USD),,56000,97000,76500.0,Memphis,80.0,1,0,0,0,0,1
Machine Learning Engineer,3.6,Buckman,501 to 1000 employees,1967.0,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD),,56000,97000,76500.0,Memphis,58.0,1,0,0,0,0,0
Research Scientist - Patient-Centered Research (Remote),3.8,Evidera,501 to 1000 employees,2013.0,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"IQVIA, ICON",56000,97000,76500.0,Bethesda,12.0,0,0,0,0,1,0
Jr. Business Data Analyst (position added 6/12/2020),4.7,webfx.com,201 to 500 employees,1997.0,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),,56000,97000,76500.0,Harrisburg,28.0,0,0,0,0,1,0
Sr. Data Scientist II,3.5,Argo Group US,1001 to 5000 employees,1948.0,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),,56000,97000,76500.0,New York,77.0,1,0,1,1,0,1
Data Scientist,3.3,BWX Technologies,5001 to 10000 employees,1850.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),,56000,97000,76500.0,Oak Ridge,175.0,1,0,0,0,0,0
Senior Data Analyst,3.9,Life360,51 to 200 employees,2008.0,Company - Public,Internet,Information Technology,,,56000,97000,76500.0,San Francisco,17.0,1,0,0,0,0,1
Lead Data Scientist,3.7,MassMutual,5001 to 10000 employees,1851.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),,56000,97000,76500.0,Boston,174.0,1,0,1,1,0,1
Production Engineer - Statistics/Data Analysis,3.9,Natera,501 to 1000 employees,2004.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Genomic Health, 23andMe, Illumina",56000,97000,76500.0,San Carlos,21.0,1,0,0,1,1,0
Statistical Scientist,4.0,Genentech,10000+ employees,1976.0,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),,56000,97000,76500.0,South San Francisco,49.0,1,0,0,1,1,0
Computational Behavioral Scientist,4.2,Ntrepid,201 to 500 employees,2010.0,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),"Bromium, FireEye, Authentic8",56000,97000,76500.0,Herndon,15.0,1,0,0,0,0,1
Principal Data Scientist - Machine Learning,3.6,Constant Contact,Unknown,1995.0,Subsidiary or Business Segment,Advertising & Marketing,Business Services,,"Drip, iContact, Mailchimp",56000,97000,76500.0,Waltham,30.0,1,0,1,1,1,0
Principal Machine Learning Scientist,4.7,Sage Intacct,501 to 1000 employees,1999.0,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,,,56000,97000,76500.0,San Francisco,26.0,1,0,0,0,0,1
Data Engineer,4.1,Shape Security,51 to 200 employees,2011.0,Company - Private,IT Services,Information Technology,,,56000,97000,76500.0,Santa Clara,14.0,1,0,0,1,0,0
Principal Data Scientist,4.0,AstraZeneca,10000+ employees,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",56000,97000,76500.0,Gaithersburg,112.0,1,0,0,0,1,0
Data Scientist,5.0,SkillSoniq,Unknown,,Company - Public,,,,,56000,97000,76500.0,San Francisco,,1,0,0,0,0,1
Senior Data Scientist - R&D Oncology,4.0,AstraZeneca,10000+ employees,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",56000,97000,76500.0,New York,112.0,1,0,0,0,0,0
Data Scientist,4.3,Joby Aviation,51 to 200 employees,,Company - Private,,,,,56000,97000,76500.0,San Carlos,,1,0,1,1,1,1
"Health Plan Data Analyst, Sr",3.8,Cook Children's Health Care System,5001 to 10000 employees,1918.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),"Children's Health, Texas Health Resources, Baylor Scott & White Health",56000,97000,76500.0,Fort Worth,107.0,0,0,0,0,0,0
"Principal Scientist/Associate Director, Quality Control and Analytical Technologies",3.8,Rubius Therapeutics,201 to 500 employees,2013.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),,56000,97000,76500.0,Smithfield,12.0,0,0,0,0,0,0
Analytics - Business Assurance Data Analyst,4.6,GreatAmerica Financial Services,501 to 1000 employees,1992.0,Company - Private,Lending,Finance,$100 to $500 million (USD),,56000,97000,76500.0,Cedar Rapids,33.0,0,0,0,0,1,1
Data Scientist - Contract,4.1,Upside Business Travel,51 to 200 employees,2015.0,Company - Private,Internet,Information Technology,,,79000,106000,92500.0,Remote,10.0,1,0,0,0,0,0
Data Scientist,3.4,Spectrum Communications and Consulting,51 to 200 employees,1992.0,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),,79000,106000,92500.0,Chicago,33.0,0,0,0,0,0,1
Data Scientist,4.1,Coverent,51 to 200 employees,2008.0,Company - Private,Consulting,Business Services,$10 to $25 million (USD),,79000,106000,92500.0,McLean,17.0,1,0,0,0,1,0
Machine Learning Engineer,3.7,Mteq,501 to 1000 employees,1954.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"Harris, Fibertek",79000,106000,92500.0,Fort Belvoir,71.0,1,0,0,0,0,0
Data Engineer,4.4,Rocket Lawyer,51 to 200 employees,2008.0,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),,79000,106000,92500.0,San Francisco,17.0,1,0,0,0,1,1
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",3.9,Novartis,10000+ employees,1996.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),,79000,106000,92500.0,Cambridge,29.0,0,0,0,0,0,0
Data Engineer,3.6,Alion Science & Technology,1001 to 5000 employees,2001.0,Company - Private,Research & Development,Business Services,$1 to $2 billion (USD),,79000,106000,92500.0,Linthicum Heights,24.0,1,0,0,1,1,1
Data Science Instructor,4.5,Novetta,501 to 1000 employees,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",79000,106000,92500.0,Herndon,13.0,0,0,0,0,1,0
Senior Business Intelligence Analyst,3.7,Protolabs,1001 to 5000 employees,1999.0,Company - Public,Miscellaneous Manufacturing,Manufacturing,$100 to $500 million (USD),,79000,106000,92500.0,Maple Plain,26.0,0,0,0,0,0,1
In-Line Inspection Data Analyst,2.9,Quest Integrity,201 to 500 employees,1996.0,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),,79000,106000,92500.0,Tulsa,29.0,0,0,0,0,1,0
Data Scientist - TS/SCI FSP or CI Required,5.0,Phoenix Operations Group,1 to 50 employees,2011.0,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),,79000,106000,92500.0,Annapolis Junction,14.0,1,0,1,0,0,0
Data Scientist,3.4,Dice.com,201 to 500 employees,1990.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Monster Worldwide, CareerBuilder, Craigslist",79000,106000,92500.0,Newton,35.0,1,0,0,1,1,1
Senior Data Scientist,3.5,Maxar Technologies,5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),,79000,106000,92500.0,Herndon,,1,0,0,0,1,1
Data Scientist - TS/SCI Required,5.0,Phoenix Operations Group,1 to 50 employees,2011.0,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),,79000,106000,92500.0,Baltimore,14.0,1,0,1,0,0,0
Data Science Software Engineer,4.8,Klaviyo,201 to 500 employees,2012.0,Company - Private,Computer Hardware & Software,Information Technology,,,79000,106000,92500.0,Boston,13.0,1,0,0,0,0,0
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,3.9,Southwest Research Institute,1001 to 5000 employees,1947.0,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",79000,106000,92500.0,Oklahoma City,78.0,1,0,0,0,1,0
AI Ops Data Scientist,4.0,AstraZeneca,10000+ employees,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",79000,106000,92500.0,Gaithersburg,112.0,1,0,1,1,0,1
"Intelligence Data Analyst, Senior",4.3,The Buffalo Group,501 to 1000 employees,2010.0,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"ManTech, Booz Allen Hamilton, Leidos",79000,106000,92500.0,Fort Belvoir,15.0,1,0,0,0,0,0
Analytics Manager - Data Mart,3.5,Central California Alliance for Health,501 to 1000 employees,1996.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),,79000,106000,92500.0,Scotts Valley,29.0,0,0,0,0,0,1
Data Modeler (Analytical Systems),3.7,MassMutual,5001 to 10000 employees,1851.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),,79000,106000,92500.0,Boston,174.0,0,0,1,0,1,1
"Senior Machine Learning Scientist - Bay Area, CA",3.3,Tempus Labs,501 to 1000 employees,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,79000,106000,92500.0,Redwood City,10.0,1,0,0,1,0,1
Report Writer-Data Analyst,3.1,Security Finance Corporation of Spartanburg,1001 to 5000 employees,1955.0,Company - Private,Lending,Finance,,,79000,106000,92500.0,Spartanburg,70.0,0,0,0,0,0,1
Data Scientist/Machine Learning,4.3,PulsePoint,51 to 200 employees,2011.0,Company - Private,Internet,Information Technology,$100 to $500 million (USD),"Crossix Solutions Inc., AppNexus, The Trade Desk",71000,123000,97000.0,New York,14.0,1,0,1,0,0,0
Data Scientist - Risk,4.2,LSQ,51 to 200 employees,1996.0,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),,71000,123000,97000.0,Orlando,29.0,1,0,1,1,1,0
Data Engineer,4.4,Resurgent Capital Services,201 to 500 employees,1998.0,Company - Private,Venture Capital & Private Equity,Finance,$50 to $100 million (USD),,71000,123000,97000.0,Cincinnati,27.0,1,0,0,1,1,1
Staff Data Scientist - Pricing,3.6,Opendoor,501 to 1000 employees,2014.0,Company - Private,Real Estate,Real Estate,$2 to $5 billion (USD),,71000,123000,97000.0,San Francisco,11.0,1,0,0,1,0,1
Data Scientist,4.5,Global Data Management Inc,51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),,71000,123000,97000.0,Hartford,17.0,1,0,0,0,0,1
Data Scientist,3.0,Photon Infotech,1001 to 5000 employees,1999.0,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),,71000,123000,97000.0,Chicago,26.0,1,0,1,0,1,1
Data Scientist,5.0,REE,51 to 200 employees,2018.0,Company - Private,Transportation Equipment Manufacturing,Manufacturing,,,71000,123000,97000.0,United States,7.0,1,0,0,0,0,0
Machine Learning Engineer,3.6,Riverside Research Institute,501 to 1000 employees,1967.0,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD),,71000,123000,97000.0,Beavercreek,58.0,1,0,0,0,0,0
Equity Data Insights Analyst - Quantitative Analyst,3.6,T. Rowe Price,5001 to 10000 employees,1937.0,Company - Public,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD),,71000,123000,97000.0,Baltimore,88.0,1,0,0,0,1,0
Data Scientist,,"Encode, Inc.",1 to 50 employees,,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),,71000,123000,97000.0,Norfolk,,0,0,0,1,1,0
Research Scientist - Patient-Centered Research (Remote),3.8,Evidera,501 to 1000 employees,2013.0,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"IQVIA, ICON",71000,123000,97000.0,Bethesda,12.0,0,0,0,0,1,0
Data Scientist,3.3,BWX Technologies,5001 to 10000 employees,1850.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),,71000,123000,97000.0,Oak Ridge,175.0,1,0,0,0,0,0
Operations Data Analyst,3.8,Brighthouse Financial,1001 to 5000 employees,2017.0,Company - Public,Insurance Carriers,Insurance,,,71000,123000,97000.0,Charlotte,8.0,0,0,0,0,0,0
Sr. Data Scientist II,3.5,Argo Group US,1001 to 5000 employees,1948.0,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),,71000,123000,97000.0,New York,77.0,1,0,1,1,0,1
Data Scientist,3.3,II-VI Incorporated,10000+ employees,1971.0,Company - Public,Telecommunications Manufacturing,Telecommunications,$1 to $2 billion (USD),"Lumentum Operations, Keysight Technologies, O-Net Technologies",71000,123000,97000.0,Champaign,54.0,0,0,0,0,1,1
Data Scientist,4.6,Surya Systems,1 to 50 employees,,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD),,71000,123000,97000.0,San Francisco,,1,0,0,0,0,1
Data Scientist,3.8,PayPal,10000+ employees,1998.0,Company - Public,Internet,Information Technology,$10+ billion (USD),"Square, Amazon, Apple",71000,123000,97000.0,Texas,27.0,1,0,1,0,1,0
Senior Data Analyst,3.9,Life360,51 to 200 employees,2008.0,Company - Public,Internet,Information Technology,,,71000,123000,97000.0,San Francisco,17.0,1,0,0,0,0,1
Data Scientist,3.9,Predictive Research Inc,1 to 50 employees,,Company - Private,Consulting,Business Services,,,71000,123000,97000.0,Plano,,1,0,0,0,0,0
Data Scientist,4.7,Oversight Systems,51 to 200 employees,2003.0,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),,90000,124000,107000.0,Atlanta,22.0,1,0,0,0,1,1
Senior Research Statistician- Data Scientist,4.8,Acuity Insurance,1001 to 5000 employees,1925.0,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),,90000,124000,107000.0,Sheboygan,100.0,0,0,0,0,0,0
Software Data Engineer,3.1,1010data,201 to 500 employees,2000.0,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),,90000,124000,107000.0,New York,25.0,1,0,0,1,1,1
Data Scientist,3.6,Gigya,201 to 500 employees,2006.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),,90000,124000,107000.0,Palo Alto,19.0,0,0,0,0,0,0
Real World Evidence (RWE) Scientist,5.0,Genesis Research,1 to 50 employees,2009.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,90000,124000,107000.0,Hoboken,16.0,1,0,0,0,0,1
Data Scientist,3.7,Sanofi,10000+ employees,1973.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, GlaxoSmithKline",90000,124000,107000.0,Cambridge,52.0,1,0,0,0,0,1
Data Scientist,3.7,XPO Logistics,10000+ employees,2011.0,Company - Public,Transportation Management,Transportation & Logistics,$10+ billion (USD),"DHL Supply Chain, UPS, FedEx",90000,124000,107000.0,Lebanon,14.0,1,0,0,0,0,1
Data Scientist,3.9,Trace Data,51 to 200 employees,2000.0,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),,90000,124000,107000.0,Oakland,25.0,1,0,1,0,0,1
Data Scientist,4.3,Descript,1 to 50 employees,,Company - Private,,,Less than $1 million (USD),,90000,124000,107000.0,San Francisco,,1,0,0,0,0,0
Computer Scientist 1,4.2,Rincon Research Corporation,201 to 500 employees,1983.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),"Raytheon Technologies, General Dynamics, MIT Lincoln Laboratory",90000,124000,107000.0,Melbourne,42.0,1,0,0,0,0,0
Lead Data Scientist,3.7,MassMutual,5001 to 10000 employees,1851.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),,90000,124000,107000.0,Boston,174.0,1,0,1,1,0,1
Data Scientist,4.0,Better Hire,1 to 50 employees,,Company - Private,,,,,90000,124000,107000.0,Birmingham,,0,0,0,0,0,1
Data Scientist,3.3,Parker Hannifin,10000+ employees,1917.0,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),"Eaton, SMC Corporation, Bosch Rexroth",90000,124000,107000.0,Cleveland,108.0,1,0,0,0,1,1
Data Scientist,4.1,Gallup,1001 to 5000 employees,1935.0,Company - Private,Consulting,Business Services,,"Advisory Board, Booz Allen Hamilton, McKinsey & Company",90000,124000,107000.0,New York,90.0,1,0,0,0,1,0
